region,timestamp,pm25,AQI_Category
US Diplomatic Post: New Delhi-8118,2025-01-19T11:30:00.000Z,106.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-19T15:30:00.000Z,212.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-19T22:30:00.000Z,187.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-20T02:30:00.000Z,156.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-20T06:30:00.000Z,-999.0,Good
US Diplomatic Post: New Delhi-8118,2025-01-20T10:30:00.000Z,105.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-20T14:30:00.000Z,179.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-10T03:30:00.000Z,198.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-10T07:30:00.000Z,222.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-10T11:30:00.000Z,203.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-10T15:30:00.000Z,283.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-10T22:30:00.000Z,146.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-11T02:30:00.000Z,147.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-11T06:30:00.000Z,174.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-11T10:30:00.000Z,174.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-11T14:30:00.000Z,134.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-08T12:30:00.000Z,86.0,Moderate
US Diplomatic Post: New Delhi-8118,2025-01-08T16:30:00.000Z,245.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-08T19:30:00.000Z,265.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-08T23:30:00.000Z,176.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-09T03:30:00.000Z,192.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-09T07:30:00.000Z,173.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-09T11:30:00.000Z,314.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-09T15:30:00.000Z,341.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-09T22:30:00.000Z,359.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-11T18:30:00.000Z,132.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-11T21:30:00.000Z,149.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-12T01:30:00.000Z,152.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-12T05:30:00.000Z,151.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-12T09:30:00.000Z,146.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-12T13:30:00.000Z,145.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-12T17:30:00.000Z,203.0,Unhealthy
New Delhi-8118,2025-01-12T20:30:00.000Z,150.0,Unhealthy
New Delhi-8118,2025-01-13T00:30:00.000Z,98.0,Moderate
New Delhi-8118,2025-01-13T04:30:00.000Z,111.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-14T18:30:00.000Z,280.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-14T21:30:00.000Z,381.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-15T01:30:00.000Z,292.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-15T05:30:00.000Z,301.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-15T09:30:00.000Z,233.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-15T13:30:00.000Z,201.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-15T17:30:00.000Z,185.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-15T20:30:00.000Z,151.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-16T00:30:00.000Z,136.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-31T00:30:00.000Z,-999.0,Good
US Diplomatic Post: New Delhi-8118,2025-01-31T04:30:00.000Z,221.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-31T08:30:00.000Z,146.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-31T12:30:00.000Z,173.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-31T16:30:00.000Z,238.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-31T19:30:00.000Z,262.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-31T23:30:00.000Z,232.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-02-01T03:30:00.000Z,165.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-02-01T07:30:00.000Z,225.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-31T01:30:00.000Z,-999.0,Good
US Diplomatic Post: New Delhi-8118,2025-01-31T05:30:00.000Z,13.0,Good
US Diplomatic Post: New Delhi-8118,2025-01-31T09:30:00.000Z,132.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-31T13:30:00.000Z,205.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-31T17:30:00.000Z,242.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-31T20:30:00.000Z,262.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-02-01T00:30:00.000Z,227.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-02-01T04:30:00.000Z,206.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-02-01T08:30:00.000Z,320.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-30T22:30:00.000Z,196.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-31T02:30:00.000Z,-999.0,Good
US Diplomatic Post: New Delhi-8118,2025-01-31T06:30:00.000Z,166.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-31T10:30:00.000Z,132.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-31T14:30:00.000Z,219.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-31T18:30:00.000Z,254.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-31T21:30:00.000Z,264.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-02-01T01:30:00.000Z,217.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-02-01T05:30:00.000Z,273.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-14T17:30:00.000Z,239.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-14T20:30:00.000Z,301.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-15T00:30:00.000Z,306.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-15T04:30:00.000Z,267.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-15T08:30:00.000Z,279.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-15T12:30:00.000Z,188.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-15T16:30:00.000Z,215.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-15T19:30:00.000Z,158.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-15T23:30:00.000Z,-999.0,Good
US Diplomatic Post: New Delhi-8118,2025-01-19T06:30:00.000Z,238.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-19T10:30:00.000Z,95.0,Moderate
US Diplomatic Post: New Delhi-8118,2025-01-19T14:30:00.000Z,184.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-19T18:30:00.000Z,277.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-19T21:30:00.000Z,170.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-20T01:30:00.000Z,156.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-20T05:30:00.000Z,-999.0,Good
US Diplomatic Post: New Delhi-8118,2025-01-20T09:30:00.000Z,108.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-20T13:30:00.000Z,154.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-11T22:30:00.000Z,157.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-12T02:30:00.000Z,127.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-12T06:30:00.000Z,174.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-12T10:30:00.000Z,150.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-12T14:30:00.000Z,153.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-12T18:30:00.000Z,199.0,Unhealthy
New Delhi-8118,2025-01-12T21:30:00.000Z,138.0,Unhealthy
New Delhi-8118,2025-01-13T01:30:00.000Z,84.0,Moderate
New Delhi-8118,2025-01-13T05:30:00.000Z,121.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-14T22:30:00.000Z,362.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-15T02:30:00.000Z,291.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-15T06:30:00.000Z,321.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-15T10:30:00.000Z,202.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-15T14:30:00.000Z,192.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-15T18:30:00.000Z,156.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-15T21:30:00.000Z,145.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-16T01:30:00.000Z,125.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-08T15:30:00.000Z,195.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-08T22:30:00.000Z,191.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-09T02:30:00.000Z,160.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-09T06:30:00.000Z,180.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-09T10:30:00.000Z,323.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-09T14:30:00.000Z,371.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-09T18:30:00.000Z,347.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-09T21:30:00.000Z,373.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-17T19:30:00.000Z,125.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-17T23:30:00.000Z,125.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-18T03:30:00.000Z,113.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-18T07:30:00.000Z,147.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-18T11:30:00.000Z,220.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-18T15:30:00.000Z,196.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-18T22:30:00.000Z,225.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-19T02:30:00.000Z,280.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-30T23:30:00.000Z,186.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-31T03:30:00.000Z,213.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-31T07:30:00.000Z,146.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-31T11:30:00.000Z,144.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-31T15:30:00.000Z,225.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-31T22:30:00.000Z,253.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-02-01T02:30:00.000Z,173.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-02-01T06:30:00.000Z,275.0,Unhealthy
New Delhi-8118,2025-01-13T09:30:00.000Z,114.0,Unhealthy
New Delhi-8118,2025-01-13T13:30:00.000Z,123.0,Unhealthy
New Delhi-8118,2025-01-13T17:30:00.000Z,187.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-13T20:30:00.000Z,107.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-14T00:30:00.000Z,131.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-14T04:30:00.000Z,139.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-14T08:30:00.000Z,140.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-14T12:30:00.000Z,150.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-14T16:30:00.000Z,219.0,Unhealthy
New Delhi-8118,2025-01-13T08:30:00.000Z,104.0,Unhealthy
New Delhi-8118,2025-01-13T12:30:00.000Z,117.0,Unhealthy
New Delhi-8118,2025-01-13T16:30:00.000Z,151.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-13T19:30:00.000Z,135.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-13T23:30:00.000Z,122.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-14T03:30:00.000Z,134.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-14T07:30:00.000Z,144.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-14T11:30:00.000Z,134.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-14T15:30:00.000Z,248.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-28T14:30:00.000Z,126.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-28T18:30:00.000Z,155.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-28T21:30:00.000Z,181.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-29T01:30:00.000Z,396.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-29T05:30:00.000Z,345.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-29T09:30:00.000Z,132.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-29T13:30:00.000Z,146.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-29T17:30:00.000Z,233.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-17T20:30:00.000Z,153.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-18T00:30:00.000Z,122.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-18T04:30:00.000Z,117.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-18T08:30:00.000Z,178.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-18T12:30:00.000Z,200.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-18T16:30:00.000Z,228.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-18T19:30:00.000Z,225.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-18T23:30:00.000Z,210.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-17T21:30:00.000Z,137.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-18T01:30:00.000Z,120.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-18T05:30:00.000Z,132.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-18T09:30:00.000Z,177.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-18T13:30:00.000Z,186.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-18T17:30:00.000Z,295.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-18T20:30:00.000Z,232.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-19T00:30:00.000Z,220.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-17T22:30:00.000Z,131.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-18T02:30:00.000Z,113.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-18T06:30:00.000Z,137.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-18T10:30:00.000Z,219.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-18T14:30:00.000Z,188.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-18T18:30:00.000Z,222.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-18T21:30:00.000Z,232.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-19T01:30:00.000Z,246.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-02-09T22:30:00.000Z,178.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-02-10T02:30:00.000Z,178.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-02-10T06:30:00.000Z,72.0,Moderate
US Diplomatic Post: New Delhi-8118,2025-02-10T10:30:00.000Z,59.0,Moderate
US Diplomatic Post: New Delhi-8118,2025-02-10T14:30:00.000Z,86.0,Moderate
US Diplomatic Post: New Delhi-8118,2025-02-10T18:30:00.000Z,165.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-02-10T21:30:00.000Z,214.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-02-11T01:30:00.000Z,158.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-02-10T00:30:00.000Z,165.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-02-10T04:30:00.000Z,146.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-02-10T08:30:00.000Z,48.0,Good
US Diplomatic Post: New Delhi-8118,2025-02-10T12:30:00.000Z,64.0,Moderate
US Diplomatic Post: New Delhi-8118,2025-02-10T16:30:00.000Z,129.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-02-10T19:30:00.000Z,182.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-02-10T23:30:00.000Z,150.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-02-11T03:30:00.000Z,192.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-02-10T01:30:00.000Z,174.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-02-10T05:30:00.000Z,111.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-02-10T09:30:00.000Z,55.0,Moderate
US Diplomatic Post: New Delhi-8118,2025-02-10T13:30:00.000Z,72.0,Moderate
US Diplomatic Post: New Delhi-8118,2025-02-10T17:30:00.000Z,163.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-02-10T20:30:00.000Z,166.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-02-11T00:30:00.000Z,158.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-02-11T04:30:00.000Z,179.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-26T10:30:00.000Z,52.0,Moderate
US Diplomatic Post: New Delhi-8118,2025-01-26T14:30:00.000Z,106.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-26T18:30:00.000Z,109.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-26T21:30:00.000Z,146.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-27T01:30:00.000Z,129.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-27T05:30:00.000Z,107.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-27T09:30:00.000Z,60.0,Moderate
US Diplomatic Post: New Delhi-8118,2025-01-27T13:30:00.000Z,92.0,Moderate
US Diplomatic Post: New Delhi-8118,2025-01-24T04:30:00.000Z,117.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-24T08:30:00.000Z,53.0,Moderate
US Diplomatic Post: New Delhi-8118,2025-01-24T12:30:00.000Z,50.0,Good
US Diplomatic Post: New Delhi-8118,2025-01-24T16:30:00.000Z,132.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-24T19:30:00.000Z,103.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-24T23:30:00.000Z,79.0,Moderate
US Diplomatic Post: New Delhi-8118,2025-01-25T03:30:00.000Z,69.0,Moderate
US Diplomatic Post: New Delhi-8118,2025-01-25T07:30:00.000Z,43.0,Good
US Diplomatic Post: New Delhi-8118,2025-01-28T15:30:00.000Z,177.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-28T22:30:00.000Z,259.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-29T02:30:00.000Z,364.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-29T06:30:00.000Z,275.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-29T10:30:00.000Z,118.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-29T14:30:00.000Z,161.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-29T18:30:00.000Z,232.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-14T19:30:00.000Z,299.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-14T23:30:00.000Z,332.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-15T03:30:00.000Z,320.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-15T07:30:00.000Z,318.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-15T11:30:00.000Z,187.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-15T15:30:00.000Z,207.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-15T22:30:00.000Z,154.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-28T16:30:00.000Z,184.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-28T19:30:00.000Z,137.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-28T23:30:00.000Z,331.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-29T03:30:00.000Z,295.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-29T07:30:00.000Z,217.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-29T11:30:00.000Z,115.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-29T15:30:00.000Z,186.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-02-09T23:30:00.000Z,164.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-02-10T03:30:00.000Z,202.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-02-10T07:30:00.000Z,63.0,Moderate
US Diplomatic Post: New Delhi-8118,2025-02-10T11:30:00.000Z,61.0,Moderate
US Diplomatic Post: New Delhi-8118,2025-02-10T15:30:00.000Z,111.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-02-10T22:30:00.000Z,137.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-02-11T02:30:00.000Z,185.0,Unhealthy
New Delhi-8118,2025-01-13T10:30:00.000Z,113.0,Unhealthy
New Delhi-8118,2025-01-13T14:30:00.000Z,142.0,Unhealthy
New Delhi-8118,2025-01-13T18:30:00.000Z,188.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-13T21:30:00.000Z,122.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-14T01:30:00.000Z,124.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-14T05:30:00.000Z,151.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-14T09:30:00.000Z,148.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-14T13:30:00.000Z,165.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-24T03:30:00.000Z,115.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-24T07:30:00.000Z,62.0,Moderate
US Diplomatic Post: New Delhi-8118,2025-01-24T11:30:00.000Z,36.0,Good
US Diplomatic Post: New Delhi-8118,2025-01-24T15:30:00.000Z,126.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-24T22:30:00.000Z,87.0,Moderate
US Diplomatic Post: New Delhi-8118,2025-01-25T02:30:00.000Z,63.0,Moderate
US Diplomatic Post: New Delhi-8118,2025-01-25T06:30:00.000Z,47.0,Good
US Diplomatic Post: New Delhi-8118,2025-01-29T22:30:00.000Z,222.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-30T02:30:00.000Z,226.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-30T06:30:00.000Z,145.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-30T10:30:00.000Z,112.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-30T14:30:00.000Z,-999.0,Good
US Diplomatic Post: New Delhi-8118,2025-01-30T18:30:00.000Z,198.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-30T21:30:00.000Z,-999.0,Good
US Diplomatic Post: New Delhi-8118,2025-01-29T20:30:00.000Z,236.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-30T00:30:00.000Z,203.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-30T04:30:00.000Z,238.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-30T08:30:00.000Z,124.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-30T12:30:00.000Z,116.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-30T16:30:00.000Z,169.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-30T19:30:00.000Z,202.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-02-04T05:30:00.000Z,135.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-02-04T09:30:00.000Z,118.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-02-04T13:30:00.000Z,208.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-02-04T17:30:00.000Z,235.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-02-04T20:30:00.000Z,164.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-02-05T00:30:00.000Z,121.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-02-05T04:30:00.000Z,120.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-29T21:30:00.000Z,232.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-30T01:30:00.000Z,206.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-30T05:30:00.000Z,189.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-30T09:30:00.000Z,111.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-30T13:30:00.000Z,118.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-30T17:30:00.000Z,186.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-01-30T20:30:00.000Z,211.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-02-01T09:30:00.000Z,219.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-02-01T13:30:00.000Z,195.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-02-01T17:30:00.000Z,215.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-02-01T20:30:00.000Z,170.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-02-02T00:30:00.000Z,177.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-02-02T04:30:00.000Z,208.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-02-02T08:30:00.000Z,183.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-02-01T10:30:00.000Z,94.0,Moderate
US Diplomatic Post: New Delhi-8118,2025-02-01T14:30:00.000Z,227.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-02-01T18:30:00.000Z,198.0,Unhealthy
US Diplomatic Post: New Delhi-8118,2025-02-01T21:30:00.000Z,174.0,Unhealthy
